======================================================================
         RELATÓRIO DE REORDENAÇÃO DE HREFLANG (SEO INTERNACIONAL)     
======================================================================

Total de arquivos com ordem corrigida: 1331
Total de arquivos já corretos/intactos: 201

Detalhamento por arquivo modificado:
----------------------------------------------------------------------
[REORDENADO] .\geradordir.html | Nova ordem: pt-br, x-default
[REORDENADO] sv\calculadoravacina.html | Nova ordem: sv, pt-br, nl, pl, vi, uk, x-default
[REORDENADO] sv\cam.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\capurro.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\cincinnati.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\cornell.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\cries.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\curb-65.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\diagnosticosnanda.html | Nova ordem: sv, pt-br, en, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\downes.html | Nova ordem: sv, pt-br, en, es, fr, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\downton.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\elpo.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\escalanumerica.html | Nova ordem: sv, pt-br, es, fr, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\fale.html | Nova ordem: sv, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\fast.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\flacc.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\four.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\fugulin.html | Nova ordem: sv, pt-br, en, es, fr, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\gds.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\gestacional.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\glasgow.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\gosnell.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\gotejamento.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\hamilton.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\humpty.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\imc.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\impactodigital.html | Nova ordem: sv, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\index.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\johns.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\jouvet.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\katz.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\lachs.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\lanss.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\lawton.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\lista-de-doencas-de-notificacao-compulsoria.html | Nova ordem: sv, pt-br, nl, pl, vi, uk, x-default
[REORDENADO] sv\manchester.html | Nova ordem: sv, pt-br, es, fr, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\mapa-do-site.html | Nova ordem: sv, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\medicamentos.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\meem.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\meows.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\missao.html | Nova ordem: sv, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\morse.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\news.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\nihss.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\nips.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\norton.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\nossocompromisso.html | Nova ordem: sv, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\objetivo.html | Nova ordem: sv, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\ofras.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\painad.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\pelod.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\perroca.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\pews.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\politica.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\politicadeacessibilidade.html | Nova ordem: sv, pt-br, en, es, fr, de, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\prism.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\qsofa.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\ramsay.html | Nova ordem: sv, pt-br, es, ja, zh, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\rancholosamigos.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\richmond.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\saps.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\silverman.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\sinan.html | Nova ordem: sv, pt-br, nl, pl, vi, uk, x-default
[REORDENADO] sv\sofa.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\tecnologiaverde.html | Nova ordem: sv, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\termos.html | Nova ordem: sv, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\tinetti.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\vagasdeemprego.html | Nova ordem: sv, pt-br, nl, pl, vi, uk, x-default
[REORDENADO] sv\waterlow.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] sv\zarit.html | Nova ordem: sv, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, id, vi, uk, x-default
[REORDENADO] id\aldrete.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\apache.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\apgar.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\asa.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\balancohidrico.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\ballard.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\barthel.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\berg.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\bishop.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\bps.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\braden.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\cam.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\capurro.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\cincinnati.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\cornell.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\cries.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\curb-65.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\diagnosticosnanda.html | Nova ordem: id, pt-br, en, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\downes.html | Nova ordem: id, pt-br, en, es, fr, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\downton.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\elpo.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\escalanumerica.html | Nova ordem: id, pt-br, es, fr, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\fale.html | Nova ordem: id, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\fast.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\flacc.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\four.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\fugulin.html | Nova ordem: id, pt-br, en, es, fr, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\gds.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\gestacional.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\glasgow.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\gosnell.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\gotejamento.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\hamilton.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\humpty.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\imc.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\impactodigital.html | Nova ordem: id, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\index.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\johns.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\jouvet.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\katz.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\lachs.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\lanss.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\lawton.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\manchester.html | Nova ordem: id, pt-br, es, fr, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\mapa-do-site.html | Nova ordem: id, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\medicamentos.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\meem.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\meows.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\missao.html | Nova ordem: id, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\morse.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\news.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\nihss.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\nips.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\norton.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\nossocompromisso.html | Nova ordem: id, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\objetivo.html | Nova ordem: id, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\ofras.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\painad.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\pelod.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\perroca.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\pews.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\politicadeacessibilidade.html | Nova ordem: id, pt-br, en, es, fr, de, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\prism.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\qsofa.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\ramsay.html | Nova ordem: id, pt-br, es, ja, zh, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\rancholosamigos.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\richmond.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\saps.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\silverman.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\sofa.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\tecnologiaverde.html | Nova ordem: id, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\termos.html | Nova ordem: id, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\tinetti.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\waterlow.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] id\zarit.html | Nova ordem: id, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, vi, uk, x-default
[REORDENADO] vi\5-hs-da-paradacardiorespiratoria.html | Nova ordem: vi, pt-br, nl, pl, sv, uk, x-default
[REORDENADO] vi\aldrete.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\apache.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\apgar.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\asa.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\balancohidrico.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\ballard.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\barthel.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\berg.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\bishop.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\bps.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\braden.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\calculadoravacina.html | Nova ordem: vi, pt-br, nl, pl, sv, uk, x-default
[REORDENADO] vi\cam.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\capurro.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\cincinnati.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\cornell.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\cries.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\curb-65.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\diagnosticosnanda.html | Nova ordem: vi, pt-br, en, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\downes.html | Nova ordem: vi, pt-br, en, es, fr, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\downton.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\elpo.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\escalanumerica.html | Nova ordem: vi, pt-br, es, fr, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\fale.html | Nova ordem: vi, pt-br, en, es, fr, de, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\fast.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\flacc.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\four.html | Nova ordem: vi, pt-br, en, es, fr, de, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
[REORDENADO] vi\fugulin.html | Nova ordem: vi, pt-br, en, es, fr, it, ja, zh, hi, ar, ru, tr, ko, nl, pl, sv, id, uk, x-default
